scientificName,species,order,NAME_0,NAME_1,TYPE_1,ENGTYPE_1,DEP_ID,year,basisOfRecord,elevation,regbio,longitude,latitude,region
"Phyllostomus discolor Wagner, 1843",Phyllostomus discolor,Chiroptera,Colombia,Bolivar,Departamento,Department,COL_5,2015,Especimen,497,12,-75.160278,9.919444,4
"Phyllostomus hastatus (Pallas, 1767)",Phyllostomus hastatus,Chiroptera,Colombia,Bolivar,Departamento,Department,COL_5,2015,Especimen,338,12,-75.1575,9.925833,4
"Platyrrhinus brachycephalus (Rouk & Carter, 1972)",Platyrrhinus brachycephalus,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,NA,Especimen,22,12,-74.2878,9.2639,4
"Pteronotus personatus (Wagner, 1843)",Pteronotus personatus,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1969,Especimen,114,12,-74.13333,10.33333,4
"Saccopteryx bilineata (Temminck, 1838)",Saccopteryx bilineata,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2007,Especimen,139,12,-73.33845,9.560892,4
"Saccopteryx canescens Thomas, 1901",Saccopteryx canescens,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2015,Especimen,44,12,-73.539367,9.507086,4
"Saccopteryx leptura (Schreber, 1774)",Saccopteryx leptura,Chiroptera,Colombia,Bolivar,Departamento,Department,COL_5,1993,Especimen,19,12,-74.2932,9.14586,4
"Sturnira luisi Davis, 1980",Sturnira luisi,Chiroptera,Colombia,Bolivar,Departamento,Department,COL_5,2015,Especimen,338,12,-75.1575,9.925833,4
"Sturnira tildae de la Torre, 1959",Sturnira tildae,Chiroptera,Colombia,Bolivar,Departamento,Department,COL_5,2015,Especimen,338,12,-75.1575,9.925833,4
"Uroderma convexum Lyon, 1902",Uroderma convexum,Chiroptera,Colombia,Bolivar,Departamento,Department,COL_5,2015,Especimen,338,12,-75.1575,9.925833,4
"Uroderma convexum Lyon, 1902",Uroderma convexum,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2007,Especimen,139,12,-73.33845,9.560892,4
"Sylvilagus sanctaemartae Hershkovitz, 1950",Sylvilagus brasiliensis,Lagomorpha,Colombia,Bolivar,Departamento,Department,COL_5,1949,Especimen,170,12,-75.083333,9.95,4
"Sylvilagus brasiliensis (Linnaeus, 1758)",Sylvilagus brasiliensis,Lagomorpha,Colombia,Cesar,Departamento,Department,COL_12,2015,Fotografia,63,12,-73.45042,9.69263,4
"Bradypus variegatus Schinz, 1825",Bradypus variegatus,Pilosa,Colombia,Bolivar,Departamento,Department,COL_5,1949,Especimen,170,12,-75.083333,9.95,4
"Tamandua tetradactyla (Linnaeus, 1758)",Tamandua tetradactyla,Pilosa,Colombia,Magdalena,Departamento,Department,COL_19,1947,Especimen,45,12,-74.517806,10.330259,4
"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,Primates,Colombia,Santander,Departamento,Department,COL_27,1973,Especimen,158,12,-73.365621,7.485005,2
"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,Primates,Colombia,Magdalena,Departamento,Department,COL_19,1952,Especimen,195,12,-74.2661,10.2508,4
"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,Primates,Colombia,Bolivar,Departamento,Department,COL_5,1996,Fotografia,267,12,-75.116667,9.9,4
"Saguinus oedipus (Linnaeus, 1758)",Saguinus oedipus,Primates,Colombia,Bolivar,Departamento,Department,COL_5,1949,Especimen,170,12,-75.083333,9.95,4
"Calomys hummelincki (Husson, 1960)",Calomys hummelincki,Rodentia,Colombia,Cesar,Departamento,Department,COL_12,2015,Especimen,46,12,-73.541714,9.513625,4
"Coendou prehensilis (Linnaeus, 1758)",Coendou prehensilis,Rodentia,Colombia,Bolivar,Departamento,Department,COL_5,2016,Especimen,126,12,-75.117333,10.097472,4
"Heteromys anomalus (Thompson, 1815)",Heteromys anomalus,Rodentia,Colombia,Bolivar,Departamento,Department,COL_5,1949,Especimen,170,12,-75.083333,9.95,4
"Hydrochoerus hydrochaeris (Linnaeus, 1766)",Hydrochoerus hydrochaeris,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,1964,Especimen,25,12,-73.97806,9.00472,4
"Hydrochaeris hydrochaeris (Linnaeus, 1766)",Hydrochoerus hydrochaeris,Rodentia,Colombia,Cesar,Departamento,Department,COL_12,2015,Fotografia,63,12,-73.45586,9.71407,4
Pattonomys semivillosus,Pattonomys semivillosus,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,2001,Especimen,22,12,-74.463889,9.347778,4
"Proechimys canicollis (J.A.Allen, 1899)",Proechimys canicollis,Rodentia,Colombia,Bolivar,Departamento,Department,COL_5,1949,Especimen,170,12,-75.083333,9.95,4
"Artibeus obscurus (Schinz, 1821)",Artibeus obscurus,Chiroptera,Colombia,Norte de Santander,Departamento,Department,COL_22,2018,Especimen,339,13,-72.500556,7.864444,2
"Artibeus planirostris (Spix, 1823)",Artibeus planirostris,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,1977,Especimen,933,13,-73.109853,7.159163,2
"Carollia castanea H.Allen, 1890",Carollia castanea,Chiroptera,Colombia,Boyaca,Departamento,Department,COL_6,2001,Especimen,779,13,-74.2346,5.77923,2
"Carollia perspicillata (Linnaeus, 1758)",Carollia perspicillata,Chiroptera,Colombia,Norte de Santander,Departamento,Department,COL_22,2018,Especimen,339,13,-72.502556,7.859944,2
"Carollia perspicillata (Linnaeus, 1758)",Carollia perspicillata,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,1486,13,-73.118793,6.669215,2
"Centronycteris centralis Thomas, 1912",Centronycteris centralis,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,621,13,-73.210278,7.248528,2
"Chilonatalus tumidifrons Miller, 1903",Chilonatalus micropus,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,1983,Especimen,1488,13,-73.11,6.67758,2
"Chiroderma villosum Peters, 1860",Chiroderma villosum,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,924,13,-73.494184,6.718707,2
"Choeroniscus godmani (Thomas, 1903)",Choeroniscus godmani,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,686,13,-73.204083,6.89325,2
"Choeroniscus minor (Peters, 1868)",Choeroniscus minor,Chiroptera,Colombia,Cundinamarca,Departamento,Department,COL_14,1973,Especimen,1128,13,-74.49385,5.03391,2
"Cynomops abrasus (Temminck, 1827)",Cynomops abrasus,Chiroptera,Colombia,Boyaca,Departamento,Department,COL_6,1952,Especimen,1003,13,-74.1,5.533333,2
"Dermanura anderseni (Osgood, 1916)",Dermanura anderseni,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,251,13,-73.378444,7.064814,2
"Artibeus phaeotis (Miller, 1902)",Dermanura phaeotis,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,928,13,-73.158944,7.273417,2
"Eptesicus andinus J.A.Allen, 1914",Eptesicus andinus,Chiroptera,Colombia,Cundinamarca,Departamento,Department,COL_14,2016,Especimen,1281,13,-74.406231,4.373653,2
"Eptesicus furinalis (d'Orbigny, 1847)",Eptesicus furinalis,Chiroptera,Colombia,Cundinamarca,Departamento,Department,COL_14,2015,Especimen,1281,13,-74.406231,4.373653,2
"Eumops glaucinus (Wagner, 1843)",Eumops glaucinus,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,1973,Especimen,996,13,-73.12094,7.13963,2
"Glossophaga soricina (Pallas, 1766)",Glossophaga soricina,Chiroptera,Colombia,Norte de Santander,Departamento,Department,COL_22,2018,Especimen,339,13,-72.500556,7.864444,2
"Lasiurus ega (Gervais, 1856)",Lasiurus ega,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,1977,Especimen,996,13,-73.12094,7.13963,2
"Lonchophylla concava Goldman, 1914",Lonchophylla concava,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,686,13,-73.204083,6.89325,2
"Lonchophylla robusta Miller, 1912",Lonchophylla robusta,Chiroptera,Colombia,Cundinamarca,Departamento,Department,COL_14,2016,Especimen,1281,13,-74.406231,4.373653,2
"Lonchorhina aurita Tomes, 1863",Lonchorhina aurita,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,924,13,-73.494184,6.718707,2
"Lophostoma brasiliense Peters, 1867",Lophostoma brasiliense,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,264,13,-73.357647,7.086017,2
"Micronycteris megalotis (Gray, 1842)",Micronycteris megalotis,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2012,Especimen,1520,13,-73.108972,6.660056,2
"Molossops temminckii (Burmeister, 1854)",Molossops temmincki,Chiroptera,Colombia,Cundinamarca,Departamento,Department,COL_14,1973,Especimen,1128,13,-74.49385,5.03391,2
"Molossus molossus (Pallas, 1766)",Molossus molossus,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2007,Especimen,1030,13,-73.113022,7.129428,2
"Mormoops megalophylla (Peters, 1864)",Mormoops megalophylla,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,1486,13,-73.118793,6.669215,2
"Myotis nigricans (Schinz, 1821)",Myotis nigricans,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,264,13,-73.357647,7.084206,2
"Natalus tumidirostris Miller, 1900",Natalus tumidirostris,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,1520,13,-73.108972,6.660056,2
"Peropteryx kappleri Peters, 1867",Peropteryx kappleri,Chiroptera,Colombia,Cundinamarca,Departamento,Department,COL_14,1962,Especimen,491,13,-74.4902,5.19845,2
"Phyllostomus hastatus (Pallas, 1767)",Phyllostomus hastatus,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2008,Especimen,847,13,-73.210884,7.251754,2
"Platyrrhinus brachycephalus (Rouk & Carter, 1972)",Platyrrhinus brachycephalus,Chiroptera,Colombia,Boyaca,Departamento,Department,COL_6,2001,Especimen,779,13,-74.2346,5.77923,2
"Rhinophylla fischerae Carter, 1966",Rhinophylla fischerae,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,1486,13,-73.118793,6.669215,2
"Rhogeessa io Thomas, 1903",Rhogeessa io,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,686,13,-73.204083,6.89325,2
"Rhogeessa tumida H.Allen, 1866",Rhogeessa io,Chiroptera,Colombia,Cundinamarca,Departamento,Department,COL_14,1962,Especimen,491,13,-74.4902,5.19845,2
"Rhogeessa tumida H.Allen, 1866",Rhogeessa io,Chiroptera,Colombia,Norte de Santander,Departamento,Department,COL_22,1911,Especimen,398,13,-72.516667,7.85,2
"Rhynchonycteris naso (Wied-Neuwied, 1820)",Rhynchonycteris naso,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,924,13,-73.494184,6.718707,2
"Saccopteryx bilineata (Temminck, 1838)",Saccopteryx bilineata,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,251,13,-73.378444,7.064814,2
"Saccopteryx bilineata (Temminck, 1838)",Saccopteryx bilineata,Chiroptera,Colombia,Caldas,Departamento,Department,COL_8,2006,Especimen,302,13,-74.83417,5.32041,2
"Saccopteryx leptura (Schreber, 1774)",Saccopteryx leptura,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2007,Especimen,1034,13,-73.107644,7.123197,2
"Trachops cirrhosus (Spix, 1823)",Trachops cirrhosus,Chiroptera,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,251,13,-73.378444,7.064814,2
"Trinycteris nicefori (Sanborn, 1949)",Trinycteris nicefori,Chiroptera,Colombia,Tolima,Departamento,Department,COL_29,1967,Especimen,295,13,-74.7912,5.21817,2
"Uroderma bilobatum Peters, 1866",Uroderma bilobatum,Chiroptera,Colombia,Norte de Santander,Departamento,Department,COL_22,2018,Especimen,339,13,-72.500556,7.864444,2
"Uroderma magnirostrum Davis, 1968",Uroderma magnirostrum,Chiroptera,Colombia,Cundinamarca,Departamento,Department,COL_14,1970,Especimen,798,13,-74.474722,5.014722,2
"Didelphis albiventris Lund, 1840",Didelphis pernigra,Didelphimorphia,Colombia,Santander,Departamento,Department,COL_27,NA,Especimen,1072,13,-73.2217,7.1175,2
"Monodelphis adusta (Thomas, 1897)",Monodelphis adusta,Didelphimorphia,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,847,13,-73.200889,7.251278,2
"Coendou prehensilis (Linnaeus, 1758)",Coendou prehensilis,Rodentia,Colombia,Cesar,Departamento,Department,COL_12,2010,Especimen,183,13,-73.266667,9.577222,4
"Coendou prehensilis (Linnaeus, 1758)",Coendou prehensilis,Rodentia,Colombia,Santander,Departamento,Department,COL_27,1971,Especimen,924,13,-73.494184,6.718707,2
"Melanomys caliginosus (Tomes, 1860)",Melanomys caliginosus,Rodentia,Colombia,Santander,Departamento,Department,COL_27,2013,Especimen,847,13,-73.200889,7.251278,2
"Proechimys chrysaeolus (Thomas, 1898)",Proechimys chrysaeolus,Rodentia,Colombia,Santander,Departamento,Department,COL_27,2011,Especimen,252,13,-73.398222,7.076806,2
"Proechimys chrysaeolus (Thomas, 1898)",Proechimys chrysaeolus,Rodentia,Colombia,Boyaca,Departamento,Department,COL_6,1952,Especimen,1003,13,-74.1,5.533333,2
"Sigmodon hispidus Say & Ord, 1825",Sigmodon alstoni,Rodentia,Colombia,Santander,Departamento,Department,COL_27,1964,Especimen,957,13,-73.12583,7.12972,2
"Oryzomys talamancae J.A.Allen, 1891",Transandinomys talamancae,Rodentia,Colombia,Cundinamarca,Departamento,Department,COL_14,1945,Especimen,815,13,-74.5129,5.45807,2
"Tylomys mirae Thomas, 1899",Tylomys mirae,Rodentia,Colombia,Santander,Departamento,Department,COL_27,2011,Especimen,252,13,-73.398222,7.076806,2
"Tylomys mirae Thomas, 1899",Tylomys mirae,Rodentia,Colombia,Boyaca,Departamento,Department,COL_6,1952,Especimen,1003,13,-74.1,5.533333,2
"Zygodontomys brunneus Thomas, 1898",Zygodontomys brunneus,Rodentia,Colombia,Boyaca,Departamento,Department,COL_6,1952,Especimen,1003,13,-74.1,5.533333,2
"Zygodontomys brunneus Thomas, 1898",Zygodontomys brunneus,Rodentia,Colombia,Cundinamarca,Departamento,Department,COL_14,NA,Especimen,815,13,-74.5129,5.45807,2
"Odocoileus virginianus (Zimmermann, 1780)",Odocoileus virginianus,Artiodactyla,Colombia,Cordoba,Departamento,Department,COL_7,1949,Especimen,67,14,-75.683333,8.283333,4
"Leopardus pardalis (Linnaeus, 1758)",Leopardus pardalis,Carnivora,Colombia,Sucre,Departamento,Department,COL_28,2016,Fotografia,NA,14,-75.575028,9.638111,4
"Lontra longicaudis (Olfers, 1818)",Lontra longicaudis,Carnivora,Colombia,Cordoba,Departamento,Department,COL_7,2014,Fotografia,5,14,-75.977961,9.363878,4
Procyon cancrivorus G,Procyon cancrivorus,Carnivora,Colombia,Sucre,Departamento,Department,COL_28,1965,Especimen,6,14,-75.57297,9.56633,4
"Puma concolor (Linnaeus, 1771)",Puma concolor,Carnivora,Colombia,Sucre,Departamento,Department,COL_28,2016,Fotografia,6,14,-75.571222,9.627556,4
"Urocyon cinereoargenteus (Schreber, 1775)",Urocyon cinereoargenteus,Carnivora,Colombia,Antioquia,Departamento,Department,COL_2,2014,Fotografia,11,14,-76.87444,8.61611,2
"Artibeus lituratus (Olfers, 1818)",Artibeus lituratus,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,2012,Especimen,63,14,-76.102917,8.509972,4
"Artibeus planirostris (Spix, 1823)",Artibeus planirostris,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2012,Especimen,NA,14,-75.68362,9.705926,4
"Artibeus planirostris (Spix, 1823)",Artibeus planirostris,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,2011,Especimen,99,14,-76.319,8.742444,4
"Carollia brevicauda (Schinz, 1821)",Carollia brevicauda,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2013,Especimen,NA,14,-75.68362,9.705926,4
"Carollia brevicauda (Schinz, 1821)",Carollia brevicauda,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,2011,Especimen,99,14,-76.319,8.742444,4
"Carollia castanea H.Allen, 1890",Carollia castanea,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,2011,Especimen,99,14,-76.319,8.742444,4
"Carollia perspicillata (Linnaeus, 1758)",Carollia perspicillata,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2012,Especimen,NA,14,-75.68362,9.705926,4
"Carollia perspicillata (Linnaeus, 1758)",Carollia perspicillata,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,2011,Especimen,99,14,-76.319,8.742444,4
"Cormura brevirostris (Wagner, 1843)",Cormura brevirostris,Chiroptera,Colombia,Antioquia,Departamento,Department,COL_2,1950,Especimen,86,14,-76.603363,7.9563,2
"Cormura brevirostris (Wagner, 1843)",Cormura brevirostris,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,1949,Especimen,67,14,-75.683333,8.283333,4
"Dermanura phaeotis Miller, 1902",Dermanura phaeotis,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,2011,Especimen,99,14,-76.319,8.742444,4
"Desmodus rotundus (E.Geoffroy, 1810)",Desmodus rotundus,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,2011,Especimen,99,14,-76.319,8.742444,4
"Desmodus rotundus (E.Geoffroy, 1810)",Desmodus rotundus,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2010,Especimen,NA,14,-75.68362,9.705926,4
"Diclidurus albus Wied-Neuwied, 1820",Diclidurus albus,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,1949,Especimen,67,14,-75.683333,8.283333,4
"Eptesicus brasiliensis (Desmarest, 1819)",Eptesicus brasiliensis,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2012,Especimen,NA,14,-75.68362,9.705926,4
"Eumops glaucinus (Wagner, 1843)",Eumops glaucinus,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,1973,Especimen,19,14,-75.895639,8.749917,4
"Gardnerycteris crenulatum (E.Geoffroy, 1803)",Gardnerycteris crenulatum,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,2011,Especimen,99,14,-76.319,8.742444,4
"Glossophaga longirostris Miller, 1898",Glossophaga longirostris,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2010,Especimen,NA,14,-75.68362,9.705926,4
"Glossophaga soricina (Pallas, 1766)",Glossophaga soricina,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,2016,Especimen,90,14,-75.461944,8.605556,4
"Hsunycteris thomasi (J.A.Allen, 1904)",Hsunycteris thomasi,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,2011,Especimen,99,14,-76.319,8.742444,4
"Lasiurus ega (Gervais, 1856)",Lasiurus ega,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2012,Especimen,NA,14,-75.68362,9.705926,4
"Macrophyllum macrophyllum (Schinz, 1821)",Macrophyllum macrophyllum,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2012,Especimen,NA,14,-75.68362,9.705926,4
"Micronycteris megalotis (Gray, 1842)",Micronycteris megalotis,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2012,Especimen,NA,14,-75.68362,9.705926,4
"Molossus molossus (Pallas, 1766)",Molossus molossus,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2012,Especimen,NA,14,-75.68362,9.705926,4
"Myotis nesopolus Miller, 1900",Myotis nesopolus,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,NA,Especimen,99,14,-76.319,8.742444,4
"Myotis riparius Handley, 1960",Myotis riparius,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2012,Especimen,NA,14,-75.68362,9.705926,4
"Noctilio leporinus (Linnaeus, 1758)",Noctilio leporinus,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2010,Especimen,NA,14,-75.68362,9.705926,4
"Phylloderma stenops Peters, 1865",Phylloderma stenops,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2010,Especimen,NA,14,-75.68362,9.705926,4
"Phyllostomus discolor Wagner, 1843",Phyllostomus discolor,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,2013,Especimen,63,14,-76.102917,8.509972,4
"Phyllostomus discolor Wagner, 1843",Phyllostomus discolor,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2010,Especimen,NA,14,-75.68362,9.705926,4
"Pteronotus davyi Gray, 1838",Pteronotus davyi,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,NA,Especimen,63,14,-76.102917,8.509972,4
"Pteronotus personatus (Wagner, 1843)",Pteronotus personatus,Chiroptera,Colombia,Antioquia,Departamento,Department,COL_2,1967,Especimen,4,14,-76.731667,8.098056,2
"Rhogeessa io Thomas, 1903",Rhogeessa io,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2012,Especimen,NA,14,-75.68362,9.705926,4
"Rhynchonycteris naso (Wied-Neuwied, 1820)",Rhynchonycteris naso,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2012,Especimen,NA,14,-75.68362,9.705926,4
"Saccopteryx bilineata (Temminck, 1838)",Saccopteryx bilineata,Chiroptera,Colombia,Sucre,Departamento,Department,COL_28,2012,Especimen,NA,14,-75.68362,9.705926,4
"Saccopteryx canescens Thomas, 1901",Saccopteryx canescens,Chiroptera,Colombia,Cordoba,Departamento,Department,COL_7,1949,Especimen,67,14,-75.683333,8.283333,4
